id,StopArrivalTime,BusArrivalTime,BusDepartureTime,StartStopId,EndStopId,BusType, Num Detours
464,474,835,959,S2,S5,Red,1
489,483,835,959,S2,S5,Red,1
490,483,689,744,S5,S13,Red,1
368,456,650,774,S2,S14,Red,1
373,457,650,774,S2,S14,Red,1
472,478,673,749,S3,S14,Red,1
494,483,720,749,S9,S14,Red,1
565,495,733,749,S11,S14,Red,1
194,420,739,860,S13,S2,Red,2
510,486,739,860,S15,S2,Red,2
523,491,739,860,S15,S2,Red,2
333,453,650,774,S2,S15,Red,1
356,455,650,774,S2,S15,Red,1
367,456,650,774,S2,S15,Red,1
386,459,650,774,S2,S15,Red,1
475,478,689,755,S5,S15,Red,1
526,491,720,755,S9,S15,Red,1
528,491,720,755,S9,S15,Red,1
378,457,728,755,S10,S15,Red,1
411,463,835,959,S2,S6,Red,1
466,474,835,959,S2,S6,Red,1
520,486,866,989,S2,S3,Red,1
530,491,866,989,S2,S3,Red,1
543,494,866,989,S2,S3,Red,1
572,498,866,989,S2,S3,Red,1
445,472,835,959,S2,S7,Red,1
540,492,744,766,S5,S7,Red,1
480,478,754,881,S8,S2,Red,2
481,483,754,881,S9,S2,Red,2
446,472,754,881,S14,S2,Red,2
617,509,754,881,S15,S2,Red,2
470,474,835,959,S2,S8,Red,1
477,478,835,959,S2,S8,Red,1
482,483,728,770,S3,S8,Red,1
315,447,650,774,S2,S8,Red,1
317,447,650,774,S2,S5,Red,1
327,449,650,774,S2,S6,Red,1
333,453,650,774,S2,S15,Red,1
341,454,650,774,S2,S3,Red,1
342,454,650,774,S2,S7,Red,1
346,454,650,774,S2,S5,Red,1
349,454,650,774,S2,S9,Red,1
352,455,650,774,S2,S9,Red,1
356,455,650,774,S2,S15,Red,1
358,455,650,774,S2,S9,Red,1
359,455,650,774,S2,S3,Red,1
367,456,650,774,S2,S15,Red,1
368,456,650,774,S2,S14,Red,1
369,456,650,774,S2,S12,Red,1
373,457,650,774,S2,S14,Red,1
374,457,650,774,S2,S5,Red,1
380,457,650,774,S2,S11,Red,1
386,459,650,774,S2,S15,Red,1
390,459,650,774,S2,S3,Red,1
404,463,835,959,S2,S9,Red,1
406,463,835,959,S2,S9,Red,1
611,509,866,989,S2,S5,Red,1
564,495,762,779,S3,S5,Red,1
672,525,888,1015,S2,S3,Red,1
708,530,888,1015,S2,S3,Red,1
767,542,888,1015,S2,S3,Red,1
770,542,888,1015,S2,S3,Red,1
552,495,744,784,S5,S10,Red,1
645,516,888,1015,S2,S4,Red,1
725,534,888,1015,S2,S4,Red,1
778,543,888,1015,S2,S4,Red,1
438,470,835,959,S2,S11,Red,1
461,474,835,959,S2,S11,Red,1
513,486,728,793,S3,S12,Red,1
643,516,888,1015,S2,S5,Red,1
661,519,888,1015,S2,S5,Red,1
685,527,888,1015,S2,S5,Red,1
713,533,888,1015,S2,S5,Red,1
596,504,779,797,S3,S5,Red,1
539,492,786,797,S4,S5,Red,1
577,498,866,989,S2,S7,Red,1
456,473,786,915,S5,S2,Red,2
458,473,786,915,S14,S2,Red,2
511,486,786,915,S14,S2,Red,2
632,513,786,915,S15,S2,Red,2
483,483,835,959,S2,S13,Red,1
503,486,744,800,S5,S13,Red,1
